Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"Mysuru Royal Institute of Technology-Palahallli, Mandya District","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,104732,104732
"Mysuru Royal Institute of Technology-Palahallli, Mandya District","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96843,96843
"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98172,98172
"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,81948,81948
"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,50620,50620
"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,69101,69101
"Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,77211,77211
"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110315,110315
"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,110636,110636
"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,106136,106136
"Nagarjuna College of Engineering And Technology-Devanahalli, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,76762,76762
