"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"289","Notification","Architecture Seat Availability and Fee Details before start of Round 1. Notified on 05.09.2025 Click Here","","Seat Availability","Architecture","Round 1","05.09.2025","https://www.comedk.org/uploads/Architecture-Seat-Availability-and-Fee.pdf","","2025"
"290","Notification","Engineering Vacant Seats at the Beginning of Round 4. Notified on 02.09.2025 Click Here","","Vacant Seats","Engineering","Round 4","02.09.2025","https://www.comedk.org/uploads/engineering-vacant-seats-at-the-beginning-of-Round 4.pdf","","2025"
"291","Notification","Engineering Vacant Seats after Round 3 Allotment Notified on 22.08.2025 Click Here","","Vacant Seats","Engineering","Round 3","22.08.2025","https://www.comedk.org/uploads/Engineering_Vacant_Seats_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","2025"
"292","Notification","Engineering Cut-off Ranks after Round 3 Allotment Notified on 22.08.25 Click Here","","Cutoff Ranks","Engineering","Round 3","","https://www.comedk.org/uploads/Engineering_Cut_Off_Ranks_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","2025"
"293","Notification","Engineering Vacant Seats at the Beginning of Round 3 Notified on 19.08.2025 Click Here","","Vacant Seats","Engineering","Round 3","19.08.2025","https://www.comedk.org/uploads/Engineering-Vacant-Seats-at-the-beginning-of-Round-3-Notified-on-19.08.2025.pdf","","2025"
"294","Notification","Architecture New Notification Notified on 18.8.2025 Click Here","","Other","Architecture","","","https://www.comedk.org/uploads/Notification-reg-amendment-to-Architecture-counseling-and-process.pdf","","2025"
"295","Notification","Engineering Vacant Seats after Round 2 Allotment. Notified on 12.08.2025 Click Here","","Vacant Seats","Engineering","Round 2","12.08.2025","https://www.comedk.org/uploads/Engineering-Vacant-Seats-after-Round-2-Allotment-Notified-on 12.08.2025.pdf","","2025"
"296","Notification","Engineering Cut Off Ranks after Round 2 Allotment. Notified on 12.08.2025 Click Here","","Cutoff Ranks","Engineering","Round 2","12.08.2025","https://www.comedk.org/uploads/Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","","2025"
"297","Notification","Engineering Vacant Seats at the beginning of Round 2 Notified on 07.08.2025 Click Here","","Vacant Seats","Engineering","Round 2","07.08.2025","https://www.comedk.org/uploads/Engineering-Vacant-Seats-at-the-beginning-of-Round-2-Notified-on-07.08.2025.pdf","","2025"
"298","Notification","Engineering Cut-off Ranks after Round 1 Allotment. Notified on 28.07.2025 Click Here","","Cutoff Ranks","Engineering","Round 1","28.07.2025","https://www.comedk.org/uploads/Engineering-Cut-Off-Ranks-after-Round-1-Allotment -Notified-on-28.07.2025.pdf","","2025"
"299","Notification","Engineering Vacant Seats after Round 1 Allotment. Notified on 28.07.2025 Click Here","","Vacant Seats","Engineering","Round 1","28.07.2025","https://www.comedk.org/uploads/Engineering-Vacant-Seats-after-Round-1-Allotment-Notified-on 28.07.2025.pdf","","2025"
"300","Notification","Engineering Cut-off Ranks Mock Round Allotment Notified on 22.07.2025 Click Here","","Cutoff Ranks","Engineering","Mock","22.07.2025","https://www.comedk.org/uploads/Engineering-Mock-Round-Cut-off-Ranks-Notified-on_22_07_20251.pdf","","2025"
"301","Notification","Engineering Final Seat Availability and Fee before start of Round 1. Notified on 18.07.2025 Click Here","","Seat Availability","Engineering","Round 1","18.07.2025","https://www.comedk.org/uploads/Engineering-Final-Seat-Availability-Fee-before-start-of-Round-1-Notified-on-18-07-2025.pdf","","2025"
"302","Notification","2024 Engineering cut-off after all rounds. Notified on 17.07.2025Click Here","","Cutoff Ranks","Engineering","","17.07.2025","https://www.comedk.org/uploads/Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","","2025"
"303","Notification","Engineering Provisional Seat Availability and Fee Structure before start of Round 1.Notified on17.07.2025Click Here","","Seat Availability","Engineering","Round 1","17.07.2025","https://www.comedk.org/uploads/Engineering-Provisional-Seat-Availability-Fee-before-start-of-Round-1-Notified-on-17_07_2025.pdf","","2025"
"304","Notification","Notification for Architecture 2025 Registration & Counselling Process Notified on 27.06.2025Click Here","","Other","Architecture","","27.06.2025","https://www.comedk.org/uploads/NOTIFICATION-ARCHITECTURE-2025-COUNSELLING-PROCESS-NOTIFIED-ON-27-JUNE-2025.pdf","","2025"
"305","Notification","Notification for starting COMEDK UGET 2025 Counselling Process. Notified on 07.06.2025 Click Here","","Other","General","","07.06.2025","https://www.comedk.org/uploads/Notification-for-starting-the-COMEDK-UGET-2025-Counseling-process.pdf","","2025"
"306","Notification","To view Online B.Tech Counselling Process Quick Guide- Notified on 09.06.2025 Click Here","","Other","General","","09.06.2025","https://www.comedk.org/uploads/Counselling-Process-Quick-Guide-2025.pdf","","2025"
"307","Notification","To view Counselling Process Document - 2025 - Version 1.0 Notified on 09.06.2025 Click Here","","Other","General","","09.06.2025","https://www.comedk.org/uploads/Counselling_process_document-2025-new.pdf","","2025"
"308","Notification","Any new courses are approved to the Member Institutions the same will be notified in the website.","","Other","General","","","","","2025"
"309","Notification","Candidates with Reject and Upgrade status if they are not allotted any seat in Round3 (i.e., candidates not holding any seat) the system will consider them as Reject & Upgrade and they will go to Round 4.","","Other","General","Round 4","","","","2025"
"310","Notification","In case the candidate does not wish to go to Round 4, such candidates can click on the ‘EXIT’ button to exit the counselling process.","","Other","General","Round 4","","","","2025"
"311","Notification","Candidates with Reject & Upgrade status, who do not take decision of EXIT and continue to participate in Round4 will have to mandatorily accept & freeze if allotted a seat in Round 4 and join the allotted college.","","Other","General","Round 4","","","","2025"
"312","Notification","There is no seat cancellation option in Round 4 and Fee paid will not be refunded","","Other","General","Round 4","","","","2025"
"313","Notification","If Reject & Upgrade status candidate is not allotted any seat in Round 4, then they will be out of COMEDK counselling and fee paid will be refunded.","","Other","General","Round 4","","","","2025"
"314","Notification","Not Allotted any seat in any previous round: If you were not allotted any seat in Round 1, Round 2 or Round 3 and get allotted for the first time in Round 4 you will get the option of ""Accept & Freeze"" and ""Reject & Withdraw"".","","Other","General","Round 4","","","","2025"
"315","Notification","Reject & Upgrade status: If you are NOT allotted a seat in Round 4 you will be out of COMEDK Counselling and will get refund of total fee paid","","Other","General","Round 4","","","","2025"
"316","Notification","Accept & Upgrade and Reject & Upgrade status: If allotted a seat in ROUND 4 you will have to join the allotted college. If a candidate fails to join/report and continue the study in the allotted college, he/she will not only forfeit the entire tuition fee including other fees paid at COMEDK level but also be liable to pay a penalty of five times the fee","","Other","General","Round 4","","","","2025"
"317","Notification","Click Here to view COMEDK Engineering and Architecture Fee refund Policy 2025","","Other","Architecture","","","https://www.comedk.org/uploads/Fee-Refund-Policy-20251.pdf","","2025"
"318","PDF Document","Architecture-Cut-Off-Ranks-after-Mock-Allotment.pdf","","Cutoff Ranks","Architecture","Mock","","https://www.comedk.org/uploads/Architecture-Cut-Off-Ranks-after-Mock-Allotment.pdf","","2025"
"319","PDF Document","Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","","Cutoff Ranks","Architecture","Round 1","","https://www.comedk.org/uploads/Architecture-Cut-Off-Ranks-after-Round-1-Allotment.pdf","","2025"
"320","PDF Document","Architecture-Cut-Off-Ranks-after-Round-3-Allotment-Notified-on 17-09-2025.pdf","","Cutoff Ranks","Architecture","Round 3","","https://www.comedk.org/uploads/Architecture-Cut-Off-Ranks-after-Round-3-Allotment-Notified-on 17-09-2025.pdf","","2025"
"321","PDF Document","Architecture-Cut-Off-Ranks-after-Round-4-Allotment.pdf","","Cutoff Ranks","Architecture","Round 4","","https://www.comedk.org/uploads/Architecture-Cut-Off-Ranks-after-Round-4-Allotment.pdf","","2025"
"322","PDF Document","Architecture-Seat-Availability-and-Fee.pdf","","Seat Availability","Architecture","N/A","","https://www.comedk.org/uploads/Architecture-Seat-Availability-and-Fee.pdf","","2025"
"323","PDF Document","Architecture-Seat-Availability-and-Fee-1.pdf","","Seat Availability","Architecture","N/A","","https://www.comedk.org/uploads/Architecture-Seat-Availability-and-Fee-1.pdf","","2025"
"324","PDF Document","Architecture-Vacant-Seats-after-Round-1-Allotment.pdf","","Seat Availability","Architecture","Round 1","","https://www.comedk.org/uploads/Architecture-Vacant-Seats-after-Round-1-Allotment.pdf","","2025"
"325","PDF Document","Architecture-Vacant-Seats-after-Round-3-Allotment-Notified-on-17-09-2025.pdf","","Seat Availability","Architecture","Round 3","","https://www.comedk.org/uploads/Architecture-Vacant-Seats-after-Round-3-Allotment-Notified-on-17-09-2025.pdf","","2025"
"326","PDF Document","Architecture-Vacant-Seats-after-Round-4-Allotment.pdf","","Seat Availability","Architecture","Round 4","","https://www.comedk.org/uploads/Architecture-Vacant-Seats-after-Round-4-Allotment.pdf","","2025"
"327","PDF Document","architecture-vacant-seats-after-round-4-decision-making-notified-on-26.09.2025.pdf","","Seat Availability","Architecture","Round 4","","https://www.comedk.org/uploads/architecture-vacant-seats-after-round-4-decision-making-notified-on-26.09.2025.pdf","","2025"
"328","PDF Document","Architecture-Vacant-Seats-at-the-Beginning-of-Round-3.pdf","","Seat Availability","Architecture","Round 3","","https://www.comedk.org/uploads/Architecture-Vacant-Seats-at-the-Beginning-of-Round-3.pdf","","2025"
"329","PDF Document","Architecture-Vacant-Seats-Before-Start-of-Round-4-Notified-on-22-09-2025.pdf","","Seat Availability","Architecture","Round 4","","https://www.comedk.org/uploads/Architecture-Vacant-Seats-Before-Start-of-Round-4-Notified-on-22-09-2025.pdf","","2025"
"330","PDF Document","Counselling_process_document-2025-new.pdf","","Other Documents","General","N/A","","https://www.comedk.org/uploads/Counselling_process_document-2025-new.pdf","","2025"
"331","PDF Document","Counselling-Process-Quick-Guide-2025.pdf","","Other Documents","General","N/A","","https://www.comedk.org/uploads/Counselling-Process-Quick-Guide-2025.pdf","","2025"
"332","PDF Document","Engineering_Cut_Off_Ranks_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","Cutoff Ranks","Engineering","Round 3","","https://www.comedk.org/uploads/Engineering_Cut_Off_Ranks_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","2025"
"333","PDF Document","Engineering_Vacant_Seats_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","Seat Availability","Engineering","Round 3","","https://www.comedk.org/uploads/Engineering_Vacant_Seats_after_Round_3_Allotment__Notified_on_22_08_2025.pdf","","2025"
"334","PDF Document","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","","Cutoff Ranks","Engineering","N/A","","https://www.comedk.org/uploads/Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","","2025"
"335","PDF Document","Engineering-Cut-Off-Rank-after.pdf","","Cutoff Ranks","Engineering","N/A","","https://www.comedk.org/uploads/Engineering-Cut-Off-Rank-after.pdf","","2025"
"336","PDF Document","Engineering-Cut-Off-Ranks-after-Round-1-Allotment -Notified-on-28.07.2025.pdf","","Cutoff Ranks","Engineering","Round 1","","https://www.comedk.org/uploads/Engineering-Cut-Off-Ranks-after-Round-1-Allotment -Notified-on-28.07.2025.pdf","","2025"
"337","PDF Document","Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","","Cutoff Ranks","Engineering","Round 2","","https://www.comedk.org/uploads/Engineering-Cut-Off-Ranks-after-Round-2Allotment-Notified-on 12.08.2025.pdf","","2025"
"338","PDF Document","Engineering-Final-Seat-Availability-Fee-before-start-of-Round-1-Notified-on-18-07-2025.pdf","","Seat Availability","Engineering","Round 1","","https://www.comedk.org/uploads/Engineering-Final-Seat-Availability-Fee-before-start-of-Round-1-Notified-on-18-07-2025.pdf","","2025"
"339","PDF Document","Engineering-Mock-Round-Cut-off-Ranks-Notified-on_22_07_20251.pdf","","Cutoff Ranks","Engineering","Mock","","https://www.comedk.org/uploads/Engineering-Mock-Round-Cut-off-Ranks-Notified-on_22_07_20251.pdf","","2025"
